datetime,machineID,failure
11/1/2015 6:00:00 AM,15,comp2
11/1/2015 6:00:00 AM,15,comp4
12/31/2015 6:00:00 AM,15,comp4
1/2/2015 3:00:00 AM,16,comp1
1/2/2015 3:00:00 AM,16,comp3
1/17/2015 6:00:00 AM,16,comp1
3/3/2015 6:00:00 AM,16,comp3
4/2/2015 6:00:00 AM,16,comp1
5/17/2015 6:00:00 AM,16,comp3
6/1/2015 6:00:00 AM,16,comp2
6/16/2015 6:00:00 AM,16,comp1
7/1/2015 6:00:00 AM,16,comp2
7/1/2015 6:00:00 AM,16,comp3
8/15/2015 6:00:00 AM,16,comp3
10/14/2015 6:00:00 AM,16,comp3
11/28/2015 6:00:00 AM,16,comp2
1/2/2015 3:00:00 AM,17,comp4
1/16/2015 6:00:00 AM,17,comp3
2/15/2015 6:00:00 AM,17,comp2
3/17/2015 6:00:00 AM,17,comp3
4/1/2015 6:00:00 AM,17,comp2
4/1/2015 6:00:00 AM,17,comp4
5/16/2015 6:00:00 AM,17,comp1
6/15/2015 6:00:00 AM,17,comp3
7/15/2015 6:00:00 AM,17,comp2
7/30/2015 6:00:00 AM,17,comp1
8/29/2015 6:00:00 AM,17,comp4
10/28/2015 6:00:00 AM,17,comp3
10/28/2015 6:00:00 AM,17,comp4
11/27/2015 6:00:00 AM,17,comp2
12/27/2015 6:00:00 AM,17,comp1
1/30/2015 6:00:00 AM,18,comp4
3/31/2015 6:00:00 AM,18,comp1
5/15/2015 6:00:00 AM,18,comp4
6/29/2015 6:00:00 AM,18,comp2
7/29/2015 6:00:00 AM,18,comp2
8/28/2015 6:00:00 AM,18,comp4
9/12/2015 6:00:00 AM,18,comp2
10/27/2015 6:00:00 AM,18,comp4
1/13/2015 6:00:00 AM,19,comp1
2/27/2015 6:00:00 AM,19,comp4
4/13/2015 6:00:00 AM,19,comp4
6/27/2015 6:00:00 AM,19,comp4
9/10/2015 6:00:00 AM,19,comp4
11/24/2015 6:00:00 AM,19,comp4
12/9/2015 6:00:00 AM,19,comp1
1/4/2015 6:00:00 AM,20,comp2
1/19/2015 6:00:00 AM,20,comp4
2/3/2015 6:00:00 AM,20,comp3
3/20/2015 6:00:00 AM,20,comp2
4/4/2015 6:00:00 AM,20,comp3
4/19/2015 6:00:00 AM,20,comp4
7/18/2015 6:00:00 AM,20,comp1
8/17/2015 6:00:00 AM,20,comp4
10/1/2015 6:00:00 AM,20,comp2
10/31/2015 6:00:00 AM,20,comp3
11/15/2015 6:00:00 AM,20,comp2
12/15/2015 6:00:00 AM,20,comp1
12/30/2015 6:00:00 AM,20,comp4
1/23/2015 6:00:00 AM,21,comp3
4/8/2015 6:00:00 AM,21,comp4
5/8/2015 6:00:00 AM,21,comp1
8/6/2015 6:00:00 AM,21,comp2
8/6/2015 6:00:00 AM,21,comp4
9/5/2015 6:00:00 AM,21,comp3
9/20/2015 6:00:00 AM,21,comp4
10/5/2015 6:00:00 AM,21,comp2
11/4/2015 6:00:00 AM,21,comp4
12/4/2015 6:00:00 AM,21,comp2
12/19/2015 6:00:00 AM,21,comp3
1/2/2015 3:00:00 AM,22,comp1
2/6/2015 6:00:00 AM,22,comp3
3/23/2015 6:00:00 AM,22,comp2
3/23/2015 6:00:00 AM,22,comp4
4/7/2015 6:00:00 AM,22,comp3
4/22/2015 6:00:00 AM,22,comp2
5/22/2015 6:00:00 AM,22,comp1
5/22/2015 6:00:00 AM,22,comp3
6/21/2015 6:00:00 AM,22,comp4
7/6/2015 6:00:00 AM,22,comp2
8/5/2015 6:00:00 AM,22,comp4
8/20/2015 6:00:00 AM,22,comp3
9/19/2015 6:00:00 AM,22,comp2
11/3/2015 6:00:00 AM,22,comp3
11/18/2015 6:00:00 AM,22,comp4
1/5/2015 6:00:00 AM,23,comp2
1/20/2015 6:00:00 AM,23,comp4
3/21/2015 6:00:00 AM,23,comp4
4/5/2015 6:00:00 AM,23,comp1
6/4/2015 6:00:00 AM,23,comp3
7/19/2015 6:00:00 AM,23,comp2
8/3/2015 6:00:00 AM,23,comp3
9/2/2015 6:00:00 AM,23,comp2
10/2/2015 6:00:00 AM,23,comp3
10/17/2015 6:00:00 AM,23,comp4
11/16/2015 6:00:00 AM,23,comp3
12/16/2015 6:00:00 AM,23,comp4
1/2/2015 6:00:00 AM,24,comp1
2/16/2015 6:00:00 AM,24,comp1
4/2/2015 6:00:00 AM,24,comp4
4/17/2015 6:00:00 AM,24,comp3
7/1/2015 6:00:00 AM,24,comp3
7/31/2015 6:00:00 AM,24,comp4
9/29/2015 6:00:00 AM,24,comp1
10/14/2015 6:00:00 AM,24,comp3
11/13/2015 6:00:00 AM,24,comp4
11/28/2015 6:00:00 AM,24,comp3
3/5/2015 6:00:00 AM,25,comp1
5/4/2015 6:00:00 AM,25,comp4
6/3/2015 6:00:00 AM,25,comp1
6/3/2015 6:00:00 AM,25,comp2
8/17/2015 6:00:00 AM,25,comp2
8/17/2015 6:00:00 AM,25,comp4
10/31/2015 6:00:00 AM,25,comp2
11/30/2015 6:00:00 AM,25,comp4
4/6/2015 6:00:00 AM,26,comp1
8/19/2015 6:00:00 AM,26,comp2
9/3/2015 6:00:00 AM,26,comp1
10/18/2015 6:00:00 AM,26,comp2
11/2/2015 6:00:00 AM,26,comp1
11/17/2015 6:00:00 AM,26,comp2
1/10/2015 6:00:00 AM,27,comp2
1/25/2015 6:00:00 AM,27,comp1
2/24/2015 6:00:00 AM,27,comp2
3/17/2015 6:00:00 AM,28,comp2
5/1/2015 6:00:00 AM,28,comp1
6/15/2015 6:00:00 AM,28,comp2
8/14/2015 6:00:00 AM,28,comp1
12/27/2015 6:00:00 AM,28,comp1
3/3/2015 6:00:00 AM,29,comp1
11/28/2015 6:00:00 AM,29,comp2
1/9/2015 6:00:00 AM,30,comp4
3/25/2015 6:00:00 AM,30,comp4
8/7/2015 6:00:00 AM,30,comp2
8/7/2015 6:00:00 AM,30,comp4
12/5/2015 6:00:00 AM,30,comp4
3/23/2015 6:00:00 AM,31,comp3
5/22/2015 6:00:00 AM,31,comp1
7/6/2015 6:00:00 AM,31,comp3
9/4/2015 6:00:00 AM,31,comp3
10/19/2015 6:00:00 AM,31,comp2
11/18/2015 6:00:00 AM,31,comp1
11/18/2015 6:00:00 AM,31,comp3
1/10/2015 6:00:00 AM,32,comp1
2/9/2015 6:00:00 AM,32,comp4
3/11/2015 6:00:00 AM,32,comp1
4/10/2015 6:00:00 AM,32,comp4
5/10/2015 6:00:00 AM,32,comp2
6/24/2015 6:00:00 AM,32,comp2
6/24/2015 6:00:00 AM,32,comp4
8/8/2015 6:00:00 AM,32,comp1
9/22/2015 6:00:00 AM,32,comp4
11/6/2015 6:00:00 AM,32,comp1
1/31/2015 6:00:00 AM,33,comp1
1/31/2015 6:00:00 AM,33,comp4
4/1/2015 6:00:00 AM,33,comp4
5/1/2015 6:00:00 AM,33,comp2
5/31/2015 6:00:00 AM,33,comp2
6/15/2015 6:00:00 AM,33,comp4
8/29/2015 6:00:00 AM,33,comp4
9/28/2015 6:00:00 AM,33,comp2
11/27/2015 6:00:00 AM,33,comp1
4/16/2015 6:00:00 AM,34,comp1
10/28/2015 6:00:00 AM,34,comp2
11/12/2015 6:00:00 AM,34,comp1
1/2/2015 3:00:00 AM,35,comp1
1/6/2015 6:00:00 AM,35,comp4
2/5/2015 6:00:00 AM,35,comp3
3/22/2015 6:00:00 AM,35,comp4
4/6/2015 6:00:00 AM,35,comp3
5/6/2015 6:00:00 AM,35,comp4
5/21/2015 6:00:00 AM,35,comp1
7/20/2015 6:00:00 AM,35,comp2
8/4/2015 6:00:00 AM,35,comp1
9/18/2015 6:00:00 AM,35,comp1
9/18/2015 6:00:00 AM,35,comp4
2/21/2015 6:00:00 AM,36,comp1
6/6/2015 6:00:00 AM,36,comp1
6/21/2015 6:00:00 AM,36,comp2
9/4/2015 6:00:00 AM,36,comp2
1/4/2015 6:00:00 AM,37,comp4
2/3/2015 6:00:00 AM,37,comp3
4/19/2015 6:00:00 AM,37,comp4
5/19/2015 6:00:00 AM,37,comp3
6/3/2015 6:00:00 AM,37,comp4
6/18/2015 6:00:00 AM,37,comp1
7/3/2015 6:00:00 AM,37,comp3
7/18/2015 6:00:00 AM,37,comp4
8/17/2015 6:00:00 AM,37,comp2
9/16/2015 6:00:00 AM,37,comp2
10/1/2015 6:00:00 AM,37,comp4
11/15/2015 6:00:00 AM,37,comp2
11/30/2015 6:00:00 AM,37,comp3
12/15/2015 6:00:00 AM,37,comp4
1/17/2015 6:00:00 AM,38,comp4
4/2/2015 6:00:00 AM,38,comp2
4/17/2015 6:00:00 AM,38,comp4
7/1/2015 6:00:00 AM,38,comp2
8/30/2015 6:00:00 AM,38,comp4
12/13/2015 6:00:00 AM,38,comp1
12/13/2015 6:00:00 AM,38,comp4
4/1/2015 6:00:00 AM,39,comp2
7/30/2015 6:00:00 AM,39,comp1
10/13/2015 6:00:00 AM,39,comp2
12/27/2015 6:00:00 AM,39,comp2
1/4/2015 6:00:00 AM,40,comp3
2/18/2015 6:00:00 AM,40,comp1
4/4/2015 6:00:00 AM,40,comp1
6/3/2015 6:00:00 AM,40,comp3
6/18/2015 6:00:00 AM,40,comp2
7/3/2015 6:00:00 AM,40,comp1
8/17/2015 6:00:00 AM,40,comp2
11/30/2015 6:00:00 AM,40,comp1
12/15/2015 6:00:00 AM,40,comp3
2/1/2015 6:00:00 AM,41,comp1
5/2/2015 6:00:00 AM,41,comp1
10/29/2015 6:00:00 AM,41,comp1
1/21/2015 6:00:00 AM,42,comp1
4/6/2015 6:00:00 AM,42,comp3
5/6/2015 6:00:00 AM,42,comp1
6/5/2015 6:00:00 AM,42,comp2
6/20/2015 6:00:00 AM,42,comp3
8/19/2015 6:00:00 AM,42,comp2
9/18/2015 6:00:00 AM,42,comp3
11/17/2015 6:00:00 AM,42,comp2
12/17/2015 6:00:00 AM,42,comp3
2/5/2015 6:00:00 AM,43,comp1
2/20/2015 6:00:00 AM,43,comp4
3/22/2015 6:00:00 AM,43,comp2
5/21/2015 6:00:00 AM,43,comp2
6/5/2015 6:00:00 AM,43,comp1
7/20/2015 6:00:00 AM,43,comp1
8/4/2015 6:00:00 AM,43,comp2
10/3/2015 6:00:00 AM,43,comp4
11/2/2015 6:00:00 AM,43,comp1
11/17/2015 6:00:00 AM,43,comp2
3/16/2015 6:00:00 AM,44,comp2
6/14/2015 6:00:00 AM,44,comp1
7/29/2015 6:00:00 AM,44,comp2
8/28/2015 6:00:00 AM,44,comp1
1/2/2015 3:00:00 AM,45,comp1
1/22/2015 6:00:00 AM,45,comp2
2/21/2015 6:00:00 AM,45,comp4
5/22/2015 6:00:00 AM,45,comp4
7/21/2015 6:00:00 AM,45,comp4
10/19/2015 6:00:00 AM,45,comp4
11/3/2015 6:00:00 AM,45,comp1
2/22/2015 6:00:00 AM,46,comp2
11/19/2015 6:00:00 AM,46,comp2
1/24/2015 6:00:00 AM,47,comp3
3/25/2015 6:00:00 AM,47,comp1
4/9/2015 6:00:00 AM,47,comp2
6/23/2015 6:00:00 AM,47,comp3
7/8/2015 6:00:00 AM,47,comp2
8/7/2015 6:00:00 AM,47,comp1
9/21/2015 6:00:00 AM,47,comp3
10/21/2015 6:00:00 AM,47,comp2
11/20/2015 6:00:00 AM,47,comp2
12/20/2015 6:00:00 AM,47,comp2
1/11/2015 6:00:00 AM,48,comp2
3/12/2015 6:00:00 AM,48,comp1
5/11/2015 6:00:00 AM,48,comp2
7/10/2015 6:00:00 AM,48,comp2
7/25/2015 6:00:00 AM,48,comp1
9/8/2015 6:00:00 AM,48,comp1
11/7/2015 6:00:00 AM,48,comp2
3/1/2015 6:00:00 AM,49,comp4
3/16/2015 6:00:00 AM,49,comp3
4/15/2015 6:00:00 AM,49,comp4
5/15/2015 6:00:00 AM,49,comp2
7/14/2015 6:00:00 AM,49,comp4
7/29/2015 6:00:00 AM,49,comp3
9/12/2015 6:00:00 AM,49,comp2
9/12/2015 6:00:00 AM,49,comp3
10/12/2015 6:00:00 AM,49,comp4
11/11/2015 6:00:00 AM,49,comp3
11/26/2015 6:00:00 AM,49,comp2
12/26/2015 6:00:00 AM,49,comp4
1/30/2015 6:00:00 AM,50,comp1
4/30/2015 6:00:00 AM,50,comp2
9/12/2015 6:00:00 AM,50,comp2
10/12/2015 6:00:00 AM,50,comp2
1/2/2015 3:00:00 AM,51,comp1
3/2/2015 6:00:00 AM,51,comp4
4/1/2015 6:00:00 AM,51,comp2
5/31/2015 6:00:00 AM,51,comp2
6/30/2015 6:00:00 AM,51,comp2
7/15/2015 6:00:00 AM,51,comp4
9/13/2015 6:00:00 AM,51,comp2
9/28/2015 6:00:00 AM,51,comp4
11/27/2015 6:00:00 AM,51,comp4
12/12/2015 6:00:00 AM,51,comp2
1/19/2015 6:00:00 AM,52,comp2
1/19/2015 6:00:00 AM,52,comp4
7/18/2015 6:00:00 AM,52,comp4
8/2/2015 6:00:00 AM,52,comp2
10/31/2015 6:00:00 AM,52,comp1
10/31/2015 6:00:00 AM,52,comp4
12/30/2015 6:00:00 AM,52,comp4
3/29/2015 6:00:00 AM,53,comp1
5/13/2015 6:00:00 AM,53,comp2
7/12/2015 6:00:00 AM,53,comp1
10/10/2015 6:00:00 AM,53,comp1
11/9/2015 6:00:00 AM,53,comp2
12/9/2015 6:00:00 AM,53,comp2
1/15/2015 6:00:00 AM,54,comp3
3/31/2015 6:00:00 AM,54,comp3
4/30/2015 6:00:00 AM,54,comp2
6/29/2015 6:00:00 AM,54,comp3
12/26/2015 6:00:00 AM,54,comp2
3/7/2015 6:00:00 AM,55,comp4
4/21/2015 6:00:00 AM,55,comp2
6/5/2015 6:00:00 AM,55,comp4
6/20/2015 6:00:00 AM,55,comp1
8/4/2015 6:00:00 AM,55,comp1
8/19/2015 6:00:00 AM,55,comp4
9/3/2015 6:00:00 AM,55,comp2
12/2/2015 6:00:00 AM,55,comp1
1/2/2015 3:00:00 AM,56,comp3
1/14/2015 6:00:00 AM,56,comp3
3/15/2015 6:00:00 AM,56,comp3
4/14/2015 6:00:00 AM,56,comp1
4/29/2015 6:00:00 AM,56,comp2
6/13/2015 6:00:00 AM,56,comp3
9/26/2015 6:00:00 AM,56,comp2
9/26/2015 6:00:00 AM,56,comp3
11/10/2015 6:00:00 AM,56,comp1
11/25/2015 6:00:00 AM,56,comp2
12/25/2015 6:00:00 AM,56,comp1
2/7/2015 6:00:00 AM,57,comp1
11/4/2015 6:00:00 AM,57,comp1
1/2/2015 3:00:00 AM,58,comp2
1/31/2015 6:00:00 AM,58,comp3
5/1/2015 6:00:00 AM,58,comp3
5/16/2015 6:00:00 AM,58,comp1
5/31/2015 6:00:00 AM,58,comp2
7/30/2015 6:00:00 AM,58,comp3
9/28/2015 6:00:00 AM,58,comp3
12/12/2015 6:00:00 AM,58,comp2
1/2/2015 3:00:00 AM,59,comp1
2/4/2015 6:00:00 AM,59,comp4
4/5/2015 6:00:00 AM,59,comp4
5/20/2015 6:00:00 AM,59,comp4
7/19/2015 6:00:00 AM,59,comp1
8/3/2015 6:00:00 AM,59,comp2
8/18/2015 6:00:00 AM,59,comp4
10/17/2015 6:00:00 AM,59,comp2
1/30/2015 6:00:00 AM,60,comp2
4/15/2015 6:00:00 AM,60,comp2
7/29/2015 6:00:00 AM,60,comp2
9/12/2015 6:00:00 AM,60,comp2
2/27/2015 6:00:00 AM,61,comp2
8/11/2015 6:00:00 AM,61,comp2
10/25/2015 6:00:00 AM,61,comp1
11/24/2015 6:00:00 AM,61,comp2
1/13/2015 6:00:00 AM,62,comp1
1/28/2015 6:00:00 AM,62,comp4
5/28/2015 6:00:00 AM,62,comp4
6/27/2015 6:00:00 AM,62,comp2
8/11/2015 6:00:00 AM,62,comp1
12/9/2015 6:00:00 AM,62,comp4
12/24/2015 6:00:00 AM,62,comp2
1/28/2015 6:00:00 AM,63,comp1
1/28/2015 6:00:00 AM,63,comp2
3/14/2015 6:00:00 AM,63,comp4
5/13/2015 6:00:00 AM,63,comp4
5/28/2015 6:00:00 AM,63,comp2
7/27/2015 6:00:00 AM,63,comp4
10/25/2015 6:00:00 AM,63,comp4
11/9/2015 6:00:00 AM,63,comp2
1/5/2015 6:00:00 AM,64,comp4
1/20/2015 6:00:00 AM,64,comp2
2/19/2015 6:00:00 AM,64,comp4
4/5/2015 6:00:00 AM,64,comp2
5/5/2015 6:00:00 AM,64,comp4
9/17/2015 6:00:00 AM,64,comp4
10/17/2015 6:00:00 AM,64,comp2
12/31/2015 6:00:00 AM,64,comp1
3/17/2015 6:00:00 AM,65,comp1
5/31/2015 6:00:00 AM,65,comp1
6/30/2015 6:00:00 AM,65,comp4
8/14/2015 6:00:00 AM,65,comp1
8/14/2015 6:00:00 AM,65,comp2
9/13/2015 6:00:00 AM,65,comp4
2/18/2015 6:00:00 AM,66,comp1
5/19/2015 6:00:00 AM,66,comp1
5/19/2015 6:00:00 AM,66,comp2
10/1/2015 6:00:00 AM,66,comp1
12/15/2015 6:00:00 AM,66,comp1
1/16/2015 6:00:00 AM,67,comp2
3/17/2015 6:00:00 AM,67,comp2
5/31/2015 6:00:00 AM,67,comp4
6/15/2015 6:00:00 AM,67,comp1
7/15/2015 6:00:00 AM,67,comp2
8/29/2015 6:00:00 AM,67,comp4
9/13/2015 6:00:00 AM,67,comp2
9/28/2015 6:00:00 AM,67,comp1
10/13/2015 6:00:00 AM,67,comp2
4/2/2015 6:00:00 AM,68,comp2
8/15/2015 6:00:00 AM,68,comp2
11/28/2015 6:00:00 AM,68,comp1
12/13/2015 6:00:00 AM,68,comp2
1/5/2015 6:00:00 AM,69,comp2
1/20/2015 6:00:00 AM,69,comp3
2/4/2015 6:00:00 AM,69,comp4
4/20/2015 6:00:00 AM,69,comp4
5/20/2015 6:00:00 AM,69,comp2
8/3/2015 6:00:00 AM,69,comp3
8/18/2015 6:00:00 AM,69,comp2
9/2/2015 6:00:00 AM,69,comp4
10/17/2015 6:00:00 AM,69,comp4
11/1/2015 6:00:00 AM,69,comp3
1/28/2015 6:00:00 AM,70,comp1
5/28/2015 6:00:00 AM,70,comp2
7/12/2015 6:00:00 AM,70,comp1
11/9/2015 6:00:00 AM,70,comp1
12/9/2015 6:00:00 AM,70,comp2
1/11/2015 6:00:00 AM,71,comp2
1/26/2015 6:00:00 AM,71,comp3
1/26/2015 6:00:00 AM,71,comp4
2/10/2015 6:00:00 AM,71,comp1
2/25/2015 6:00:00 AM,71,comp2
3/12/2015 6:00:00 AM,71,comp3
3/27/2015 6:00:00 AM,71,comp1
4/26/2015 6:00:00 AM,71,comp2
6/10/2015 6:00:00 AM,71,comp4
6/25/2015 6:00:00 AM,71,comp3
7/25/2015 6:00:00 AM,71,comp4
9/23/2015 6:00:00 AM,71,comp3
10/8/2015 6:00:00 AM,71,comp4
3/24/2015 6:00:00 AM,72,comp1
9/5/2015 6:00:00 AM,72,comp1
1/2/2015 3:00:00 AM,73,comp2
1/2/2015 6:00:00 AM,73,comp3
2/16/2015 6:00:00 AM,73,comp4
4/2/2015 6:00:00 AM,73,comp1
4/17/2015 6:00:00 AM,73,comp4
5/2/2015 6:00:00 AM,73,comp3
5/17/2015 6:00:00 AM,73,comp1
7/16/2015 6:00:00 AM,73,comp1
8/30/2015 6:00:00 AM,73,comp3
9/14/2015 6:00:00 AM,73,comp4
11/13/2015 6:00:00 AM,73,comp3
11/28/2015 6:00:00 AM,73,comp1
1/23/2015 6:00:00 AM,74,comp1
3/9/2015 6:00:00 AM,74,comp2
5/8/2015 6:00:00 AM,74,comp2
6/22/2015 6:00:00 AM,74,comp2
7/22/2015 6:00:00 AM,74,comp2
10/20/2015 6:00:00 AM,74,comp2
1/7/2015 6:00:00 AM,75,comp1
2/6/2015 6:00:00 AM,75,comp4
4/7/2015 6:00:00 AM,75,comp1
5/7/2015 6:00:00 AM,75,comp4
6/6/2015 6:00:00 AM,75,comp2
7/21/2015 6:00:00 AM,75,comp2
8/20/2015 6:00:00 AM,75,comp2
9/4/2015 6:00:00 AM,75,comp4
10/19/2015 6:00:00 AM,75,comp2
1/18/2015 6:00:00 AM,76,comp3
2/2/2015 6:00:00 AM,76,comp1
3/4/2015 6:00:00 AM,76,comp2
3/19/2015 6:00:00 AM,76,comp1
4/3/2015 6:00:00 AM,76,comp3
5/3/2015 6:00:00 AM,76,comp2
8/16/2015 6:00:00 AM,76,comp3
9/30/2015 6:00:00 AM,76,comp3
11/29/2015 6:00:00 AM,76,comp3
2/5/2015 6:00:00 AM,78,comp4
2/20/2015 6:00:00 AM,78,comp2
3/7/2015 6:00:00 AM,78,comp1
6/5/2015 6:00:00 AM,78,comp4
7/5/2015 6:00:00 AM,78,comp1
7/20/2015 6:00:00 AM,78,comp4
9/3/2015 6:00:00 AM,78,comp4
11/2/2015 6:00:00 AM,78,comp4
12/17/2015 6:00:00 AM,78,comp2
1/2/2015 3:00:00 AM,79,comp1
3/3/2015 6:00:00 AM,79,comp2
3/18/2015 6:00:00 AM,79,comp4
4/2/2015 6:00:00 AM,79,comp1
5/17/2015 6:00:00 AM,79,comp4
6/16/2015 6:00:00 AM,79,comp2
7/1/2015 6:00:00 AM,79,comp1
9/14/2015 6:00:00 AM,79,comp2
9/29/2015 6:00:00 AM,79,comp4
12/13/2015 6:00:00 AM,79,comp4
1/2/2015 3:00:00 AM,80,comp2
7/12/2015 6:00:00 AM,80,comp2
9/10/2015 6:00:00 AM,80,comp2
11/9/2015 6:00:00 AM,80,comp2
12/9/2015 6:00:00 AM,80,comp2
1/2/2015 6:00:00 AM,81,comp1
1/17/2015 6:00:00 AM,81,comp2
2/16/2015 6:00:00 AM,81,comp1
3/3/2015 6:00:00 AM,81,comp2
4/17/2015 6:00:00 AM,81,comp2
6/16/2015 6:00:00 AM,81,comp2
10/14/2015 6:00:00 AM,81,comp2
12/13/2015 6:00:00 AM,81,comp2
1/28/2015 6:00:00 AM,82,comp1
3/29/2015 6:00:00 AM,82,comp1
5/13/2015 6:00:00 AM,82,comp1
12/9/2015 6:00:00 AM,82,comp2
1/2/2015 3:00:00 AM,83,comp4
1/16/2015 6:00:00 AM,83,comp4
3/17/2015 6:00:00 AM,83,comp4
5/16/2015 6:00:00 AM,83,comp4
5/31/2015 6:00:00 AM,83,comp2
7/15/2015 6:00:00 AM,83,comp1
7/15/2015 6:00:00 AM,83,comp4
8/14/2015 6:00:00 AM,83,comp2
8/29/2015 6:00:00 AM,83,comp1
9/13/2015 6:00:00 AM,83,comp2
10/13/2015 6:00:00 AM,83,comp1
11/27/2015 6:00:00 AM,83,comp4
12/27/2015 6:00:00 AM,83,comp1
12/27/2015 6:00:00 AM,83,comp2
1/5/2015 6:00:00 AM,84,comp2
2/4/2015 6:00:00 AM,84,comp2
2/19/2015 6:00:00 AM,84,comp1
4/5/2015 6:00:00 AM,84,comp2
7/4/2015 6:00:00 AM,84,comp1
9/2/2015 6:00:00 AM,84,comp2
10/2/2015 6:00:00 AM,84,comp1
1/15/2015 6:00:00 AM,85,comp2
1/30/2015 6:00:00 AM,85,comp3
2/14/2015 6:00:00 AM,85,comp4
5/30/2015 6:00:00 AM,85,comp3
6/29/2015 6:00:00 AM,85,comp1
8/28/2015 6:00:00 AM,85,comp4
9/12/2015 6:00:00 AM,85,comp3
10/12/2015 6:00:00 AM,85,comp2
11/11/2015 6:00:00 AM,85,comp2
12/11/2015 6:00:00 AM,85,comp3
12/26/2015 6:00:00 AM,85,comp4
1/2/2015 3:00:00 AM,86,comp1
1/23/2015 6:00:00 AM,86,comp2
9/5/2015 6:00:00 AM,86,comp1
11/19/2015 6:00:00 AM,86,comp2
1/2/2015 3:00:00 AM,87,comp1
3/13/2015 6:00:00 AM,87,comp3
3/28/2015 6:00:00 AM,87,comp1
4/27/2015 6:00:00 AM,87,comp2
